id,customer_id,status,amount,created_at
226,41,paid,100,2021-01-05 08:42:24
227,25,delivered,118,2021-01-10 11:24:30
228,67,pending,57,2021-01-05 23:31:02
229,13,pending,166,2021-01-06 22:36:07
230,66,paid,70,2021-01-03 09:31:04
231,50,paid,56,2021-01-06 13:40:21
232,47,paid,81,2021-01-09 21:42:16
233,54,paid,173,2021-01-06 07:12:18
234,32,paid,199,2021-01-10 14:42:50
235,64,delivered,191,2021-01-01 11:28:10
236,39,pending,79,2021-01-04 02:54:37
237,13,pending,52,2021-01-07 03:20:18
238,44,paid,190,2021-01-01 15:18:00
239,91,delivered,97,2021-01-05 07:35:09
240,36,pending,66,2021-01-10 05:55:54
241,48,delivered,174,2021-01-06 04:37:00
242,74,delivered,56,2021-01-02 17:24:19
243,10,pending,83,2021-01-07 18:02:33
244,54,delivered,128,2021-01-03 09:33:12
245,91,paid,133,2021-01-01 23:07:31
246,93,pending,85,2021-01-02 04:34:27
247,39,pending,103,2021-01-01 10:28:08
248,82,delivered,155,2021-01-05 02:23:15
249,82,delivered,88,2021-01-02 13:13:15
250,63,delivered,121,2021-01-04 11:47:19
251,71,pending,189,2021-01-09 08:56:46
252,85,delivered,93,2021-01-02 09:19:39
253,38,paid,195,2021-01-09 15:48:00
254,96,pending,149,2021-01-07 19:59:42
255,34,paid,64,2021-01-10 07:44:32
256,75,paid,183,2021-01-04 00:29:40
257,27,pending,138,2021-01-10 13:53:59
258,69,paid,94,2021-01-09 05:12:18
259,42,pending,188,2021-01-05 12:51:53
260,94,delivered,64,2021-01-05 11:26:46
261,3,delivered,192,2021-01-07 05:43:11
262,73,delivered,127,2021-01-03 22:08:08
263,57,pending,157,2021-01-03 04:45:02
264,96,paid,107,2021-01-06 23:15:23
265,32,paid,67,2021-01-07 13:37:51
266,55,paid,94,2021-01-03 16:35:57
267,16,paid,59,2021-01-06 00:57:47
268,74,pending,142,2021-01-09 05:58:18
269,77,paid,171,2021-01-04 08:30:08
270,96,paid,118,2021-01-08 00:31:10
271,24,delivered,59,2021-01-09 18:49:07
272,24,pending,105,2021-01-09 15:39:56
273,5,pending,160,2021-01-05 02:59:38
274,86,delivered,90,2021-01-04 16:18:45
275,23,delivered,132,2021-01-09 16:18:37
276,8,paid,154,2021-01-08 00:06:16
277,62,delivered,144,2021-01-05 20:48:49
278,86,delivered,120,2021-01-06 05:27:38
279,97,paid,104,2021-01-05 05:27:54
280,96,delivered,58,2021-01-08 14:47:19
281,81,pending,168,2021-01-10 12:26:10
282,27,paid,92,2021-01-08 04:49:02
283,30,paid,86,2021-01-08 18:51:19
284,29,delivered,89,2021-01-08 08:55:20
285,10,paid,197,2021-01-08 03:45:40
286,44,paid,140,2021-01-01 13:50:31
287,5,paid,114,2021-01-02 10:41:19
288,47,paid,159,2021-01-01 20:56:17
289,75,delivered,52,2021-01-01 08:19:54
290,21,pending,121,2021-01-01 07:36:24
291,100,pending,137,2021-01-10 03:19:06
292,74,delivered,95,2021-01-07 11:24:27
293,97,delivered,78,2021-01-08 15:10:30
294,53,pending,158,2021-01-04 09:33:59
295,17,paid,65,2021-01-08 14:48:03
296,57,paid,123,2021-01-07 18:00:16
297,82,delivered,178,2021-01-07 17:35:23
298,43,pending,113,2021-01-07 15:07:30
299,57,paid,188,2021-01-01 02:55:12
300,1,delivered,161,2021-01-01 23:42:52
301,78,delivered,56,2021-01-01 07:05:02
302,40,paid,90,2021-01-06 18:31:39
303,28,pending,136,2021-01-07 21:44:14
304,2,pending,137,2021-01-01 11:30:59
305,8,delivered,179,2021-01-06 19:57:17
306,49,pending,111,2021-01-08 13:40:12
307,35,paid,91,2021-01-03 04:18:32
308,99,pending,125,2021-01-02 09:52:00
309,18,delivered,194,2021-01-07 15:01:14
310,58,pending,107,2021-01-04 22:09:39
311,31,delivered,85,2021-01-09 11:44:25
312,81,delivered,179,2021-01-04 02:45:46
313,6,pending,73,2021-01-01 03:52:14
314,41,delivered,59,2021-01-06 00:02:04
315,80,paid,59,2021-01-01 08:09:18
316,69,paid,140,2021-01-04 05:57:58
317,41,paid,196,2021-01-06 14:23:18
318,69,pending,54,2021-01-08 14:26:45
319,23,paid,122,2021-01-02 11:13:53
320,2,pending,122,2021-01-03 21:35:12
321,41,paid,85,2021-01-01 22:16:26
322,85,pending,171,2021-01-06 17:31:43
323,85,paid,132,2021-01-09 01:08:10
324,87,paid,76,2021-01-03 02:20:03
325,16,delivered,113,2021-01-07 13:45:08
326,72,delivered,95,2021-01-05 18:25:52
327,91,delivered,87,2021-01-04 02:14:15
328,62,paid,88,2021-01-02 08:45:33
329,90,pending,101,2021-01-04 05:18:29
330,72,pending,111,2021-01-03 14:34:07
331,19,delivered,106,2021-01-06 07:37:25
332,2,paid,102,2021-01-06 21:18:50
333,26,delivered,107,2021-01-09 06:53:42
334,2,pending,142,2021-01-02 00:27:47
335,12,pending,111,2021-01-01 08:53:35
336,77,delivered,108,2021-01-07 14:59:50
337,100,delivered,141,2021-01-03 02:52:48
338,53,paid,124,2021-01-10 14:32:01
339,29,delivered,152,2021-01-10 16:02:37
340,35,delivered,116,2021-01-03 12:17:05
341,19,delivered,104,2021-01-02 00:54:49
342,57,delivered,185,2021-01-03 11:51:37
343,89,paid,148,2021-01-04 16:36:28
344,97,paid,193,2021-01-02 21:55:19
345,59,paid,165,2021-01-03 14:38:33
346,56,delivered,110,2021-01-05 17:35:14
347,29,pending,120,2021-01-03 10:09:06
348,5,paid,150,2021-01-07 03:52:47
349,29,delivered,159,2021-01-03 16:18:46
350,46,pending,61,2021-01-06 08:58:02
351,20,pending,87,2021-01-07 21:20:04
352,19,delivered,176,2021-01-01 14:46:38
353,10,delivered,198,2021-01-01 07:17:39
354,97,pending,68,2021-01-04 21:59:43
355,10,delivered,143,2021-01-08 11:43:03
356,21,paid,164,2021-01-09 12:19:35
357,41,paid,154,2021-01-07 01:38:40
358,52,pending,84,2021-01-10 03:17:17
359,84,pending,129,2021-01-01 22:00:19
360,13,delivered,138,2021-01-05 09:16:34
361,55,pending,83,2021-01-05 13:40:35
362,26,delivered,61,2021-01-02 16:17:02
363,37,delivered,182,2021-01-02 15:19:03
364,43,paid,100,2021-01-07 03:13:52
365,85,pending,146,2021-01-05 00:42:15
366,86,delivered,171,2021-01-10 06:20:55
367,23,pending,64,2021-01-07 07:44:54
368,78,delivered,107,2021-01-09 02:57:25
369,49,paid,66,2021-01-01 14:13:52
370,65,paid,140,2021-01-08 22:34:25
371,2,delivered,168,2021-01-09 21:09:09
372,6,pending,144,2021-01-02 22:25:11
373,2,delivered,59,2021-01-09 11:32:50
374,8,delivered,99,2021-01-07 12:31:59
375,99,pending,164,2021-01-02 16:00:35
376,14,paid,142,2021-01-10 14:55:25
377,14,pending,200,2021-01-10 01:51:33
378,91,delivered,114,2021-01-07 02:24:16
379,2,pending,52,2021-01-03 21:30:50
380,9,delivered,182,2021-01-02 12:43:15
381,98,paid,85,2021-01-05 14:27:52
382,29,delivered,109,2021-01-03 23:00:54
383,56,delivered,134,2021-01-09 08:17:22
384,94,pending,120,2021-01-08 12:26:37
385,82,paid,163,2021-01-09 15:16:35
386,38,pending,136,2021-01-04 05:33:53
387,39,pending,176,2021-01-01 16:35:27
388,68,paid,90,2021-01-02 04:36:49
389,31,paid,114,2021-01-01 14:22:34
390,73,paid,77,2021-01-06 06:52:10
391,77,delivered,138,2021-01-05 09:26:19
392,16,paid,120,2021-01-03 15:25:21
393,91,delivered,88,2021-01-06 10:44:15
394,96,paid,132,2021-01-06 16:18:27
395,65,delivered,170,2021-01-06 16:12:15
396,57,paid,62,2021-01-11 00:57:49
397,42,paid,85,2021-01-03 08:54:13
398,33,paid,97,2021-01-07 16:49:53
399,59,delivered,168,2021-01-01 16:25:23
400,14,delivered,136,2021-01-06 04:22:06
401,51,pending,161,2021-01-04 19:12:52
402,88,delivered,157,2021-01-04 22:54:41
403,53,paid,76,2021-01-03 11:49:50
404,68,pending,75,2021-01-08 12:16:02
405,10,pending,130,2021-01-03 18:49:56
406,4,delivered,110,2021-01-06 13:47:15
407,77,delivered,189,2021-01-04 17:25:42
408,46,delivered,150,2021-01-07 11:43:43
409,27,paid,124,2021-01-10 15:52:53
410,62,pending,170,2021-01-08 19:07:37
411,22,pending,71,2021-01-05 06:28:30
412,82,delivered,97,2021-01-02 17:46:27
413,40,pending,82,2021-01-10 08:18:17
414,46,pending,154,2021-01-02 15:54:28
415,52,pending,134,2021-01-07 04:19:39
416,1,pending,105,2021-01-01 09:47:11
417,62,delivered,158,2021-01-10 06:59:07
418,87,pending,60,2021-01-11 00:53:31
419,59,pending,102,2021-01-03 22:26:54
420,85,delivered,66,2021-01-08 01:08:52
421,87,paid,63,2021-01-02 06:14:52
422,25,paid,140,2021-01-10 22:24:22
423,58,paid,176,2021-01-10 14:40:23
424,83,delivered,127,2021-01-05 23:34:23
425,100,paid,119,2021-01-04 01:38:59
426,35,delivered,95,2021-01-04 23:26:57
427,67,delivered,114,2021-01-03 14:19:40
428,21,delivered,170,2021-01-04 12:19:35
429,26,pending,69,2021-01-07 12:13:24
430,13,paid,168,2021-01-03 23:09:37
431,33,delivered,107,2021-01-07 21:47:03
432,14,paid,56,2021-01-04 14:39:14
433,29,delivered,77,2021-01-06 08:35:06
434,23,pending,124,2021-01-04 06:25:51
435,76,delivered,75,2021-01-04 15:24:12
436,28,paid,57,2021-01-09 03:44:29
437,59,paid,147,2021-01-02 03:50:43
438,94,delivered,199,2021-01-05 20:38:39
439,1,paid,149,2021-01-06 07:37:12
440,85,pending,58,2021-01-09 00:04:48
441,37,paid,171,2021-01-07 09:27:28
442,98,paid,73,2021-01-04 20:18:35
443,1,delivered,149,2021-01-07 14:56:26
444,78,paid,150,2021-01-04 00:38:21
445,48,pending,183,2021-01-06 11:38:27
446,37,pending,144,2021-01-07 06:24:57
447,28,paid,56,2021-01-04 22:35:48
448,43,paid,64,2021-01-09 12:43:45
449,7,delivered,88,2021-01-10 08:13:13
450,69,paid,144,2021-01-05 12:01:14
451,49,delivered,159,2021-01-10 19:39:19
452,47,paid,139,2021-01-09 17:18:20
453,70,delivered,142,2021-01-09 14:13:54
454,17,paid,116,2021-01-05 02:52:09
455,25,pending,177,2021-01-06 01:16:37
456,79,delivered,95,2021-01-02 20:51:59
457,67,delivered,164,2021-01-05 12:47:16
458,78,pending,80,2021-01-01 04:12:59
459,59,paid,83,2021-01-03 13:36:40
460,20,pending,54,2021-01-07 19:19:00
461,19,delivered,94,2021-01-01 13:37:32
462,98,delivered,79,2021-01-06 02:27:21
463,81,paid,150,2021-01-10 00:35:43
464,50,paid,148,2021-01-01 19:55:56
465,72,delivered,149,2021-01-03 08:49:06
466,49,pending,130,2021-01-09 13:25:36
467,100,paid,106,2021-01-10 00:23:18
468,66,pending,55,2021-01-09 12:56:53
469,25,paid,87,2021-01-03 19:15:01
470,5,delivered,86,2021-01-07 16:54:17
471,82,pending,199,2021-01-04 01:14:58
472,52,pending,178,2021-01-04 19:39:32
473,79,pending,76,2021-01-07 09:45:29
474,66,delivered,54,2021-01-09 03:03:18
475,34,delivered,129,2021-01-09 18:14:04
476,21,paid,103,2021-01-10 16:22:23
477,29,paid,104,2021-01-01 02:54:40
478,49,delivered,81,2021-01-05 12:00:47
479,71,delivered,187,2021-01-01 03:02:19
480,91,pending,192,2021-01-01 20:14:02
481,90,delivered,130,2021-01-04 19:17:09
482,74,pending,54,2021-01-01 19:22:22
483,73,delivered,52,2021-01-04 20:22:44
484,32,pending,102,2021-01-08 21:43:29
485,51,delivered,107,2021-01-08 14:02:53
486,78,delivered,160,2021-01-09 02:16:16
487,78,pending,158,2021-01-08 06:04:16
488,26,pending,144,2021-01-07 23:20:00
489,91,delivered,143,2021-01-08 12:38:37
490,41,paid,140,2021-01-08 19:35:05
491,23,paid,66,2021-01-07 13:43:00
492,47,pending,166,2021-01-01 05:48:21
493,38,paid,200,2021-01-01 09:42:57
494,87,paid,57,2021-01-03 21:35:36
495,67,delivered,171,2021-01-10 23:20:18
496,58,paid,88,2021-01-04 02:01:52
497,47,pending,195,2021-01-05 20:25:06
498,75,pending,68,2021-01-01 07:48:04
499,40,pending,163,2021-01-06 13:32:59
500,92,pending,160,2021-01-03 07:57:28
501,67,delivered,113,2021-01-03 13:18:44
502,82,paid,112,2021-01-08 17:43:34
503,6,paid,143,2021-01-10 23:07:48
504,1,delivered,144,2021-01-09 04:53:17
505,9,pending,108,2021-01-08 02:05:35
506,67,pending,168,2021-01-07 09:35:59
507,40,delivered,122,2021-01-03 04:22:00
508,85,pending,190,2021-01-05 09:16:12
509,1,pending,114,2021-01-02 18:59:56
510,85,pending,61,2021-01-07 05:04:18
511,95,pending,166,2021-01-09 19:35:57
512,1,paid,73,2021-01-01 04:11:08
513,50,pending,53,2021-01-07 04:00:46
514,9,pending,58,2021-01-04 04:17:16
515,22,delivered,153,2021-01-02 18:41:59
516,80,paid,85,2021-01-05 11:43:44
517,33,delivered,140,2021-01-06 05:48:30
518,12,paid,53,2021-01-04 17:47:16
519,92,paid,79,2021-01-03 15:18:10
520,99,paid,107,2021-01-07 00:21:55
521,45,delivered,55,2021-01-07 11:37:46
522,26,paid,190,2021-01-02 22:03:36
523,28,delivered,102,2021-01-01 15:16:52
524,40,pending,96,2021-01-08 17:45:52
525,4,paid,160,2021-01-07 09:05:25
526,98,pending,126,2021-01-08 15:24:56
527,75,paid,94,2021-01-10 21:29:25
528,61,pending,57,2021-01-06 22:32:06
529,35,pending,175,2021-01-10 20:20:00
530,49,paid,55,2021-01-03 09:59:46
531,54,paid,185,2021-01-02 06:02:35
532,13,paid,124,2021-01-02 19:54:12
533,13,paid,156,2021-01-02 12:48:51
534,100,pending,80,2021-01-08 15:37:08
535,4,pending,149,2021-01-02 03:04:09
536,39,pending,103,2021-01-08 07:34:16
537,58,paid,186,2021-01-07 03:55:28
538,49,pending,77,2021-01-05 08:26:00
539,71,pending,188,2021-01-10 22:40:16
540,57,delivered,128,2021-01-09 19:56:42
541,58,pending,196,2021-01-01 02:42:53
542,98,delivered,62,2021-01-08 17:45:44
543,9,pending,113,2021-01-09 01:36:04
544,68,delivered,107,2021-01-09 11:41:03
545,81,pending,78,2021-01-03 08:23:11
546,83,paid,78,2021-01-03 22:47:21
547,65,delivered,86,2021-01-08 03:35:19
548,83,delivered,152,2021-01-03 07:43:13
549,33,delivered,76,2021-01-02 03:09:15
550,18,pending,83,2021-01-10 12:55:01
551,52,paid,192,2021-01-01 12:32:30
552,51,pending,179,2021-01-10 22:56:47
553,2,pending,90,2021-01-05 06:56:39
554,16,delivered,84,2021-01-10 07:44:36
555,39,delivered,181,2021-01-06 20:48:56
556,11,paid,109,2021-01-01 19:01:16
557,69,paid,85,2021-01-03 15:00:23
558,52,pending,54,2021-01-05 06:17:05
559,97,pending,190,2021-01-06 05:34:14
560,4,paid,106,2021-01-07 22:08:21
561,100,delivered,100,2021-01-03 23:10:37
562,28,delivered,112,2021-01-01 06:24:10
563,76,pending,93,2021-01-10 01:36:40
564,5,paid,172,2021-01-04 11:45:15
565,25,paid,152,2021-01-10 16:44:52
566,93,pending,193,2021-01-04 15:15:15
567,4,delivered,67,2021-01-01 19:18:44
568,26,pending,74,2021-01-08 11:10:04
569,70,delivered,151,2021-01-04 15:07:07
570,18,delivered,98,2021-01-10 06:41:46
571,46,delivered,167,2021-01-10 03:42:08
572,20,delivered,104,2021-01-07 05:32:20
573,100,delivered,74,2021-01-08 02:23:10
574,44,paid,163,2021-01-09 23:57:51
575,97,pending,114,2021-01-02 16:41:51
576,34,delivered,178,2021-01-04 16:09:26
577,59,paid,161,2021-01-07 14:50:24
578,65,delivered,166,2021-01-06 21:25:18
579,40,pending,177,2021-01-04 19:07:16
580,60,paid,129,2021-01-08 01:20:00
581,5,delivered,172,2021-01-09 11:24:04
582,6,pending,179,2021-01-08 17:56:30
583,12,pending,58,2021-01-04 09:22:07
584,27,paid,181,2021-01-10 19:51:27
585,10,paid,102,2021-01-09 11:42:05
586,100,pending,154,2021-01-01 07:48:51
587,24,pending,141,2021-01-01 12:02:36
588,46,paid,84,2021-01-02 03:19:08
589,88,pending,64,2021-01-10 21:03:43
590,21,delivered,161,2021-01-06 06:47:59
591,77,delivered,164,2021-01-04 13:51:05
592,22,pending,118,2021-01-04 00:55:26
593,27,delivered,143,2021-01-09 14:31:03
594,77,delivered,156,2021-01-08 19:42:40
595,45,pending,81,2021-01-06 01:15:43
596,91,pending,61,2021-01-07 09:02:55
597,98,paid,76,2021-01-07 02:32:02
598,92,pending,107,2021-01-06 17:17:49
599,83,paid,147,2021-01-06 22:07:03
600,89,pending,121,2021-01-05 20:31:40
601,83,pending,113,2021-01-01 07:30:12
602,64,paid,136,2021-01-04 04:13:32
603,80,delivered,192,2021-01-02 22:32:50
604,80,pending,178,2021-01-01 05:14:02
605,64,pending,73,2021-01-05 15:03:40
606,24,delivered,77,2021-01-09 05:29:31
607,56,pending,113,2021-01-02 14:56:04
608,23,paid,174,2021-01-10 09:34:04
609,5,delivered,81,2021-01-03 01:55:45
610,62,paid,175,2021-01-08 12:12:28
611,35,pending,92,2021-01-07 22:42:30
612,54,pending,71,2021-01-10 18:19:38
613,28,pending,154,2021-01-06 01:06:23
614,82,pending,170,2021-01-03 06:41:52
615,18,pending,169,2021-01-05 17:56:48
616,6,delivered,125,2021-01-02 06:10:37
617,6,pending,197,2021-01-06 16:45:55
618,83,delivered,51,2021-01-04 14:07:30
619,94,pending,168,2021-01-07 05:45:56
620,10,pending,87,2021-01-02 02:57:48
621,13,pending,186,2021-01-01 16:18:55
622,93,pending,175,2021-01-05 02:53:34
623,8,pending,113,2021-01-09 19:48:02
624,87,paid,85,2021-01-10 10:52:17
